,population,x,y,result
0,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
1,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
2,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
3,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
4,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
5,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
6,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
7,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
8,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
9,"[(3.0920101048194324, -1.0656006543470766), (0.620637107779419, -1.1529313566350314), (-2.4419565202096587, 1.2352307510551674), (-3.627359871038163, 1.4008128430882172), (3.172154496388047, 0.6576645923140687), (3.1284615558523017, -0.8713499209563029), (0.5309883753250875, -1.185148150011578), (0.4662612343940262, -1.157373775197326), (3.5743796893050312, 0.21397589561067387), (4.498813375716891, -1.195946089769474), (0.24799154697711945, -0.7796242802740536), (-1.2487126617598474, -1.5699145353761015), (-1.3142320646217325, 0.8938444869888619), (3.120142204333743, -1.0324635975272403), (0.3486447725759192, -1.0226552235747692), (-0.9885309230422233, 0.5530818378457814), (-0.4088013820239754, 0.6033367256193709), (-0.42133221476179195, 0.48287940537193036), (4.4123225119006415, -1.7518065279947452), (0.9429288495392718, -0.1556339751600745)]",0.9429288495392718,-0.1556339751600745,5.961562405427355
