,x,y,z
0,4.642039426581104,-1.0554030131744216,39.5371905462423
1,0.10590017275147368,-0.06984848903374186,3.0970157421350013
2,-0.03315361242871029,0.04959020043806728,0.7012504586797288
3,-0.03315361242871029,0.04959020043806728,0.7012504586797288
4,-0.03315361242871029,0.04959020043806728,0.7012504586797288
5,-0.03315361242871029,0.04959020043806728,0.7012504586797288
6,-0.03315361242871029,0.04959020043806728,0.7012504586797288
7,-0.03315361242871029,0.04959020043806728,0.7012504586797288
8,-0.03315361242871029,0.04959020043806728,0.7012504586797288
9,-0.03315361242871029,0.04959020043806728,0.7012504586797288
10,-0.03315361242871029,0.04959020043806728,0.7012504586797288
11,-0.03315361242871029,0.04959020043806728,0.7012504586797288
12,-0.03315361242871029,0.04959020043806728,0.7012504586797288
13,-0.03315361242871029,0.04959020043806728,0.7012504586797288
14,-0.03315361242871029,0.04959020043806728,0.7012504586797288
15,-0.03315361242871029,0.04959020043806728,0.7012504586797288
16,-0.03315361242871029,0.04959020043806728,0.7012504586797288
17,-0.03315361242871029,0.04959020043806728,0.7012504586797288
18,-0.03315361242871029,0.04959020043806728,0.7012504586797288
19,-0.03315361242871029,0.04959020043806728,0.7012504586797288
20,-0.03315361242871029,0.04959020043806728,0.7012504586797288
21,-0.03315361242871029,0.04959020043806728,0.7012504586797288
22,-0.03315361242871029,0.04959020043806728,0.7012504586797288
23,-0.03315361242871029,0.04959020043806728,0.7012504586797288
24,0.001018340475749356,0.041426946386488646,0.33877627216023676
25,0.001018340475749356,0.041426946386488646,0.33877627216023676
26,0.001018340475749356,0.041426946386488646,0.33877627216023676
27,0.001018340475749356,0.041426946386488646,0.33877627216023676
28,0.01281082874694918,-0.015329038600645876,0.07912430632546297
29,0.01281082874694918,-0.015329038600645876,0.07912430632546297
30,0.01281082874694918,-0.015329038600645876,0.07912430632546297
31,0.01281082874694918,-0.015329038600645876,0.07912430632546297
32,0.01281082874694918,-0.015329038600645876,0.07912430632546297
33,0.01281082874694918,-0.015329038600645876,0.07912430632546297
34,0.01281082874694918,-0.015329038600645876,0.07912430632546297
35,0.01281082874694918,-0.015329038600645876,0.07912430632546297
36,0.01281082874694918,-0.015329038600645876,0.07912430632546297
37,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
38,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
39,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
40,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
41,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
42,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
43,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
44,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
45,-0.0008549070128200456,0.017940369461515532,0.06393160804922715
